"type";"globalUniqueIdentifier";"language";"collectionID";"institutionCode";"collectionCode";"basisOfRecord";"occurrenceID";"catalogNumber";"recordNumber";"recordedBy";"eventDate";"year";"month";"day";"fieldNotes";"continent";"country";"countryCode";"stateProvince";"county";"municipality";"locality";"decimalLatitude";"decimalLongitude";"geodeticDatum";"identifiedBy";"dateIdentified";"typeStatus";"taxonID";"scientificName";"acceptedNameUsage";"higherClassification";"kingdom";"phylum";"class";"order";"family";"genus";"specificEpithet";"taxonRank";"scientificNameAuthorship";"taxonomicStatus"
"";"376342218";"";"";"IPA";"IPA";"S";"376342218";"49215";"";"";"";"1986";"08";"08";"";"";"";"";"Pernambuco";"";"";"ca. 5km da cidade, na estrada para o Posto de Exu.";"0";"0";"";"Braz, D.M.";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"376342220";"";"";"IPA";"IPA";"S";"376342220";"54837";"";"";"";"1991";"03";"20";"";"";"";"";"Ceará";"";"";"Estação Ecológica de Aiuaba, Serra da Gameleira, caatinga.";"0";"0";"";"Braz, D.M.";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"376342221";"";"";"IPA";"IPA";"S";"376342221";"54873";"";"";"";"1991";"04";"12";"";"";"";"";"Ceará";"";"";"Estação Ecológica de Aiuaba, Gameleira de baixo.";"0";"0";"";"Braz, D.M.";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"378202810";"";"";"ESALQ";"ESA";"S";"378202810";"78363";"";"";"";"2002";"03";"20";"";"";"";"";"Ceará";"";"";"9km de Aiuabá em direção a Antonina do Norte. Beira de açude. 540m.s.m.";"-6.38";"-40.07";"";"Kameyama, C.";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"380657595";"";"";"HPL";"HPL";"S";"380657595";"6671";"";"";"";"2002";"03";"20";"";"";"";"";"CE";"";"";"BLOQUEADO";"0";"0";"";"H. Lorenzi";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"381908142";"";"";"UFRPE";"HST";"S";"381908142";"15334";"";"";"";"2002";"04";"01";"";"";"";"";"Bahia";"";"";"Minas do Mimoso-Cascaeira";"-10.281111";"-41.39";"";"A.L.Cortês";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"382353902";"";"";"UFPI";"TEPB";"S";"382353902";"9351";"";"";"";"1994";"07";"07";"";"";"";"";"Piauí";"";"";"Fazenda Cipó de Cima";"-5.322222";"-41.5525";"";"G.P. Lewis";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"382353896";"";"";"UFPI";"TEPB";"S";"382353896";"3617";"";"";"";"1984";"08";"23";"";"";"";"";"Piauí";"";"";"Lagoa Achada";"0";"0";"";"Fernandes, A.";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"382353897";"";"";"UFPI";"TEPB";"S";"382353897";"3850";"";"";"";"1985";"01";"08";"";"";"";"";"Piauí";"";"";"Pau de Inchui";"0";"0";"";"Fernandes, A.";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"382353898";"";"";"UFPI";"TEPB";"S";"382353898";"4114";"";"";"";"1985";"05";"26";"";"";"";"";"Piauí";"";"";"Projeto Venesa";"0";"0";"";"Souza-Silva,R.F";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"382353899";"";"";"UFPI";"TEPB";"S";"382353899";"4206";"";"";"";"1985";"07";"10";"";"";"";"";"Piauí";"";"";"Lagoa Achada";"0";"0";"";"F.M.T. Freire";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"382353900";"";"";"UFPI";"TEPB";"S";"382353900";"6299";"";"";"";"1991";"03";"20";"";"";"";"";"Ceará";"";"";"Serra da gameleira";"0";"0";"";"Fernandes, A.";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"382353901";"";"";"UFPI";"TEPB";"S";"382353901";"8047";"";"";"";"1994";"04";"22";"";"";"";"";"Piauí";"";"";"Serra Velha, km 02 da vicinal para Alagoinha Piauí";"0";"0";"";"T.S.Filgueiras";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"";"382958505";"";"";"UEFS";"HUEFS";"S";"382958505";"143412";"";"";"";"2007";"01";"14";"";"";"";"";"Bahia";"";"";"Divisa entre Bahia e Tocantins.";"-11.832778";"-46.355556";"";"A.L.A.Côrtes";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"";"";"";"Acanthaceae";"Anisacanthus";"";"species";"Lindau";"accepted"
"Collection";"";"pt";"urn:lsid:biocol.org:col:15528";"JBRJ";"RB";"PRESERVED_SPECIMEN";"urn:catalog:JBRJ:RB:609553";"609553";"6115";"P. Gasson";"1997-03-06T23:00:00.000+0000";"1997";"3";"7";"";"";"Brazil";"BR";"Bahia";"";"Delfino";"Estrada Delfino-Mimoso de Minas, 20 Km de Delfino. .";"-10.49194";"-41.34306";"WGS84";"Profice";"1997-03-06T23:00:00.000+0000";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"";"";"";"ASU";"ASUPlants";"PRESERVED_SPECIMEN";"urn:occurrence:ASU:ASUPlants:212804";"212804";"";"G. & M. Hatschbach";"1995-03-14T23:00:00.000+0000";"1995";"3";"15";"";"";"Brazil";"BR";"Bahia";"";"";"Rod. BR-430, 5-6km L de Igapora, Bahia";"";"";"";"";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"Collection";"";"pt";"urn:lsid:biocol.org:col:15528";"JBRJ";"RB";"PRESERVED_SPECIMEN";"urn:catalog:JBRJ:RB:35884";"35884";"";"Araújo, F.S.";"1994-03-29T22:00:00.000+0000";"1994";"3";"30";"Subarbusto.";"";"Brazil";"BR";"Ceará";"";"Ibiapina";"Monte, Planalto da Ibiapaba. Ibiapina.";"";"";"";"A.L. Côrtes";"1994-03-29T22:00:00.000+0000";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"";"";"";"NY";"Herbarium";"PRESERVED_SPECIMEN";"urn:occurrence:NY:Herbarium:484075";"484075";"";"G. Hatschbach";"1991-02-13T23:00:00.000+0000";"1991";"2";"14";"";"SOUTH_AMERICA";"Brazil";"BR";"Bahia";"Igapora";"";"Igapora, arredores, Bahia.";"";"";"";"D. C. Wasshausen";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"Collection";"";"pt";"urn:lsid:biocol.org:col:15528";"JBRJ";"RB";"PRESERVED_SPECIMEN";"urn:catalog:JBRJ:RB:36268";"36268";"1583";"Pereira, B.A.S.";"1991-03-11T23:00:00.000+0000";"1991";"3";"12";"Erva ca.1,00 metro de altura, muito ramificado. flores amarelos.";"";"Brazil";"BR";"Bahia";"";"";"Rodovia Barreiras/ Ibopirama. No Km 113 da rodovia Barreiroa/ Ibotirama.";"";"";"";"A.L. Côrtes";"1991-03-11T23:00:00.000+0000";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"";"";"";"MO";"Tropicos";"PRESERVED_SPECIMEN";"urn:occurrence:MO:Tropicos:3070390";"3070390";"";"G. Hatschbach, M. Hatschbach & O.S.Ribas";"";"1991";"";"";"";"SOUTH_AMERICA";"Brazil";"BR";"Bahia";"";"";"Igapora, arredores, Bahia";"";"";"";"D.C. Wasshausen,";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"";"";"";"MO";"Tropicos";"PRESERVED_SPECIMEN";"urn:occurrence:MO:Tropicos:503471";"503471";"";"Al Gentry, Elsa Zardini & Afranio Fernandes";"1985-02-14T23:00:00.000+0000";"1985";"2";"15";"";"SOUTH_AMERICA";"Brazil";"BR";"Ceará";"";"";"2-4 km S of Campas Salas. disturbed catinga.";"-7.23";"-40.42";"WGS84";"D. Wassh. VIII.,";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"Collection";"";"pt";"urn:lsid:biocol.org:col:15528";"JBRJ";"RB";"PRESERVED_SPECIMEN";"urn:catalog:JBRJ:RB:35254";"35254";"2106";"Emperaire, L.";"1984-01-22T23:00:00.000+0000";"1984";"1";"23";"Tipo Biológico: MP   Altura: 1m   Fenologia: Vg2";"";"Brazil";"BR";"Piauí";"";"São Raimundo Nonato";"Ladeira da Perna d´ema - S.João Vermelho.";"";"";"";"Wasshausen";"1984-01-22T23:00:00.000+0000";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"Collection";"";"pt";"urn:lsid:biocol.org:col:15528";"JBRJ";"RB";"PRESERVED_SPECIMEN";"urn:catalog:JBRJ:RB:36283";"36283";"211";"S.B. da Silva";"1981-03-13T23:00:00.000+0000";"1981";"3";"14";"Caule verde; corola vermelha.";"";"Brazil";"BR";"Bahia";"";"";"Macuabas, Canatiba.";"-13.1";"-42.81667";"WGS84";"A.L. Côrtes";"1981-03-13T23:00:00.000+0000";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"Collection";"";"pt";"urn:lsid:biocol.org:col:15528";"JBRJ";"RB";"PRESERVED_SPECIMEN";"urn:catalog:JBRJ:RB:35896";"35896";"372";"Roberto P. Orlandi";"1981-04-28T22:00:00.000+0000";"1981";"4";"29";"Trepadeira sem gavinhas, caule e botão verde, corola rosa e fruto senescente de cor amarronzado. Frequência mediana.";"";"Brazil";"BR";"Bahia";"";"Campo Formoso";".";"-10.46667";"-41.23333";"WGS84";"A.L. Côrtes";"1981-04-28T22:00:00.000+0000";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"";"";"";"NY";"Herbarium";"PRESERVED_SPECIMEN";"urn:occurrence:NY:Herbarium:484076";"484076";"";"G. Davidse";"1980-04-02T23:00:00.000+0000";"1980";"4";"3";"";"SOUTH_AMERICA";"Brazil";"BR";"Pará";"Marapanim";"";"Just east of the fishing village of Camara which is ca. 11 km northwest of Marudá.";"-0.6";"-47.7";"WGS84";"D. C. Wasshausen";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"";"";"";"MO";"Tropicos";"PRESERVED_SPECIMEN";"urn:occurrence:MO:Tropicos:1839747";"1839747";"";"Gerrit Davidse, N.A. Rosa, M.G. Silva & C.S. Rosario";"1980-04-02T23:00:00.000+0000";"1980";"4";"3";"";"SOUTH_AMERICA";"Brazil";"BR";"Pará";"";"";"Mun. de Marapanim: just E of the fishing village of Camara, which is ca. 11 km NW of Marudá.";"-0.62";"-47.68";"WGS84";"D.C. Wasshausen,";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"";"";"";"NY";"Herbarium";"PRESERVED_SPECIMEN";"urn:occurrence:NY:Herbarium:484074";"484074";"";"R. M. Harley";"1980-04-13T22:00:00.000+0000";"1980";"4";"14";"";"SOUTH_AMERICA";"Brazil";"BR";"Bahia";"";"";"Basin of the Upper Sao Francisco River.  2 km E of Igapora, on the BR 430 and about 44 km from Caitité.";"-13.8";"-42.7";"WGS84";"D. C. Wasshausen";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"Collection";"";"pt";"urn:lsid:biocol.org:col:15528";"JBRJ";"RB";"PRESERVED_SPECIMEN";"urn:catalog:JBRJ:RB:35272";"35272";"21361";"Harley, R.M.";"1980-04-13T22:00:00.000+0000";"1980";"4";"14";"Spindly herb to ca.1.5m., sprawling over other vegetation. Leaves dull, pale green. Corolla dull, tomato red.";"";"Brazil";"BR";"Bahia";"";"";"Basin of the Saõ Fancisco River.2km. E. of Igaporã, on the BR 430 and about 44km. from Caitité.";"-13.76667";"-42.68333";"WGS84";"Sheila Profice";"1980-04-13T22:00:00.000+0000";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"";"";"";"MO";"Tropicos";"PRESERVED_SPECIMEN";"urn:occurrence:MO:Tropicos:3071087";"3071087";"";"R.M.Harley, G.L.Bromley,A.M.De Carvalho, J.L.Hage, H.S.Brito";"";"1980";"";"";"";"SOUTH_AMERICA";"Brazil";"BR";"Bahia";"";"";"Basin of the upper São Francisco River. 2 km. E. of Igaporã, on the BR 430 and abour 44km. from Caitite. Caatinga.";"-13.77";"-42.68";"WGS84";"D.C. Wasshasen";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"";"";"";"NY";"Herbarium";"PRESERVED_SPECIMEN";"urn:occurrence:NY:Herbarium:484073";"484073";"";"R. M. Harley";"1974-03-06T23:00:00.000+0000";"1974";"3";"7";"";"SOUTH_AMERICA";"Brazil";"BR";"Bahia";"";"";"Serra do Curral Feio.  26 km North West of Lagoinha (5.5 km SW of Delfino) on side road to Minas do Mimoso.";"-10.3";"-41.4";"WGS84";"D. C. Wasshausen";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"";"";"";"NY";"Herbarium";"PRESERVED_SPECIMEN";"urn:occurrence:NY:Herbarium:484072";"484072";"";"R. M. Harley";"1974-03-04T23:00:00.000+0000";"1974";"3";"5";"";"SOUTH_AMERICA";"Brazil";"BR";"Bahia";"Umburanas";"";"Serra do Curral Feio.  3 km NW of Lagoinha (5.5 km SW of Delfino) on the side road to Minas do Mimoso.";"-10.4";"-41.3";"WGS84";"D. C. Wasshausen";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"Collection";"";"pt";"urn:lsid:biocol.org:col:15528";"JBRJ";"RB";"PRESERVED_SPECIMEN";"urn:catalog:JBRJ:RB:35286";"35286";"16761";"Harley, R.M.";"1974-03-03T23:00:00.000+0000";"1974";"3";"4";"Climbing shrub to 3m. Stems and leaves bright green. Corolla coral-red.";"";"Brazil";"BR";"Bahia";"";"";"3km. N.W. of Lagoinha (5.5km. S.W. of Delfino) on the side road to Minas do Mimoso. Cut over woodland, and by cultivation near  river.";"-10.45";"-41.26667";"WGS84";"D.C.Wasshausen";"1974-03-03T23:00:00.000+0000";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"";"";"";"NY";"Herbarium";"PRESERVED_SPECIMEN";"urn:occurrence:NY:Herbarium:00818890";"00818890";"";"G. T. Prance";"1974-07-14T23:00:00.000+0000";"1974";"7";"15";"";"SOUTH_AMERICA";"Brazil";"BR";"Pará";"Salinópolis";"";"Atalaia. Sand dunes.";"";"";"";"D. C. Wasshausen";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"";"";"";"MO";"Tropicos";"PRESERVED_SPECIMEN";"urn:occurrence:MO:Tropicos:3070929";"3070929";"";"R.M.Harley, S.A.Renvoize,C.M.Erskine, C.A.Brighton, & R.Pinheiro";"";"1974";"";"";"";"SOUTH_AMERICA";"Brazil";"BR";"Bahia";"";"";"3 km. NW of Lagoinha (5.5km. SW of Delfino) on the side road to Minas do Mimoso. Cut over woodland, and by cultivation near river.";"-10.45";"-41.27";"WGS84";"D.C.Wasshausen,";"";"";"15337";"Anisacanthus trilobus Lindau";"Anisacanthus trilobus Lindau";"Acanthaceae;Anisacanthus;Anisacanthus trilobus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Anisacanthus";"trilobus";"species";"Lindau";"accepted"
"";"533887";"";"";"JBRJ";"RB";"S";"533887";"5791";"";"";"";"";"";"";"";"";"";"";"";"";"";"Serra do Brejo.";"";"";"";"";"";"";"77821";"Harpochilus trimerocalyx Rizzini";"Anisacanthus trilobus Lindau";"Acanthaceae;Harpochilus;Harpochilus trimerocalyx";"Plantae";"";"";"";"Acanthaceae";"Harpochilus";"";"species";"Rizzini";"synonym"
"Collection";"";"pt";"urn:lsid:biocol.org:col:15528";"JBRJ";"RB";"PRESERVED_SPECIMEN";"urn:catalog:JBRJ:RB:533887";"533887";"1301";"Luetzelburg, P.";"";"1912";"7";"";"Arbusto até 1,5m de altura. Flores vermelhas. Caatinga.";"";"Brazil";"BR";"Piauí";"";"";"Serra do Brejo.";"";"";"";"";"1912-06-30T23:00:00.000+0000";"HOLOTYPE";"77821";"Harpochilus trimerocalyx Rizzini";"Anisacanthus trilobus Lindau";"Acanthaceae;Harpochilus;Harpochilus trimerocalyx";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Acanthaceae";"Harpochilus";"trimerocalyx";"species";"Rizzini";"synonym"
